temperature,Voltage,power_usage,battery_health,uptime,site_type,location_type,energy_efficiency
40.7,239.72,2202.0,83.91,4,Rooftop,Rural,72.44
42.3,242.05,452.0,97.2,5,Ground,Urban,100.0
26.7,240.55,426.0,97.64,6,Rooftop,Urban,100.0
38.3,243.52,334.0,96.93,7,Rooftop,Rural,99.05
44.6,234.74,2266.0,86.09,8,Ground,Rural,75.51
34.8,241.01,494.0,96.8,9,Ground,Rural,94.04
36.4,243.48,570.0,96.19,10,Ground,Urban,94.77
35.7,242.48,420.0,96.41,11,Rooftop,Urban,100.0
35.8,242.83,954.0,94.16,12,Rooftop,Urban,92.11
26.8,240.02,1434.0,87.38,13,Rooftop,Urban,92.94
40.7,242.27,1376.0,90.84,14,Ground,Urban,88.69
36.0,242.48,464.0,95.12,15,Ground,Urban,100.0
40.3,242.47,390.0,98.02,16,Rooftop,Urban,97.71
32.8,240.54,310.0,97.18,17,Rooftop,Rural,100.0
33.7,243.24,234.0,98.58,18,Rooftop,Urban,100.0
32.3,244.51,226.0,98.37,19,Rooftop,Rural,100.0
35.7,245.34,398.0,96.93,20,Rooftop,Rural,100.0
39.0,238.5,2636.0,85.74,21,Rooftop,Urban,74.53
35.7,243.05,224.0,97.5,22,Rooftop,Urban,98.37
27.9,242.35,322.0,96.63,23,Ground,Rural,100.0
35.0,238.84,4948.0,68.0,24,Ground,Urban,43.21
34.3,242.24,312.0,96.18,1,Rooftop,Urban,100.0
32.9,237.52,1934.0,86.28,2,Ground,Rural,87.27
45.6,240.28,158.0,98.95,3,Ground,Rural,100.0
41.7,245.23,230.0,97.92,4,Rooftop,Rural,94.2
32.2,241.76,206.0,98.53,5,Rooftop,Rural,100.0
39.3,239.01,726.0,95.25,6,Ground,Urban,86.35
40.9,237.66,1370.0,89.92,7,Rooftop,Urban,83.37
41.5,243.03,268.0,97.6,8,Rooftop,Rural,95.97
30.7,239.96,414.0,96.16,9,Ground,Rural,100.0
33.5,237.97,1976.0,86.64,10,Rooftop,Urban,82.44
27.0,238.24,250.0,97.66,11,Ground,Rural,100.0
46.6,240.8,1984.0,89.46,12,Rooftop,Urban,73.2
29.3,240.81,296.0,97.55,13,Ground,Rural,99.15
37.5,242.38,316.0,98.05,14,Rooftop,Urban,100.0
37.4,246.26,1796.0,84.39,15,Rooftop,Urban,81.04
34.1,239.75,1710.0,87.41,16,Ground,Rural,87.21
32.6,245.17,328.0,97.28,17,Rooftop,Rural,100.0
38.4,244.99,226.0,98.57,18,Ground,Rural,100.0
24.5,242.16,2460.0,82.0,19,Ground,Urban,83.01
31.9,241.86,1698.0,86.91,20,Ground,Rural,92.36
29.6,234.33,1526.0,91.52,21,Ground,Urban,97.98
36.8,242.31,158.0,98.53,22,Ground,Rural,97.59
35.0,241.93,304.0,97.78,23,Rooftop,Urban,98.47
34.6,237.25,1128.0,89.37,24,Rooftop,Urban,93.91
36.4,241.05,1562.0,84.2,1,Rooftop,Urban,86.87
33.4,239.31,3950.0,67.77,2,Ground,Rural,53.51
35.6,245.51,374.0,96.07,3,Ground,Urban,98.27
32.5,244.67,374.0,97.83,4,Rooftop,Rural,100.0
38.4,238.83,526.0,97.04,5,Rooftop,Urban,100.0
36.8,240.99,308.0,96.68,6,Ground,Rural,97.46
38.8,239.03,1718.0,86.43,7,Ground,Rural,81.34
39.3,243.38,428.0,96.58,8,Rooftop,Urban,96.5
37.1,240.12,576.0,94.97,9,Ground,Urban,99.64
35.5,243.36,424.0,96.76,10,Rooftop,Rural,100.0
38.5,243.62,226.0,97.82,11,Ground,Rural,99.34
33.0,241.21,1264.0,89.72,12,Rooftop,Rural,97.59
37.4,248.12,418.0,96.08,13,Ground,Urban,97.34
28.9,242.05,1570.0,91.87,14,Ground,Urban,87.16
37.0,240.18,1458.0,85.27,15,Rooftop,Rural,84.79
37.9,244.96,1894.0,81.78,16,Rooftop,Rural,81.54
36.3,244.17,1454.0,90.92,17,Ground,Rural,86.42
28.9,238.2,1334.0,90.77,18,Rooftop,Urban,95.01
37.9,240.78,204.0,98.66,19,Ground,Rural,100.0
19.7,235.39,2220.0,80.95,20,Ground,Rural,85.21
31.5,242.65,226.0,98.74,21,Ground,Urban,100.0
26.5,244.3,552.0,97.15,22,Rooftop,Urban,100.0
26.5,242.67,298.0,97.16,23,Ground,Urban,100.0
35.0,235.96,3866.0,70.1,24,Rooftop,Rural,56.98
34.8,234.32,6398.0,54.91,1,Ground,Urban,22.73
34.0,235.74,2316.0,77.35,2,Ground,Rural,71.61
36.9,240.73,556.0,95.46,3,Ground,Rural,97.78
23.7,241.24,162.0,98.61,4,Rooftop,Rural,100.0
35.3,238.88,382.0,95.72,5,Ground,Urban,100.0
35.3,241.11,216.0,98.36,6,Ground,Urban,100.0
38.1,243.2,1776.0,82.27,7,Rooftop,Urban,76.46
32.0,245.42,272.0,97.67,8,Ground,Rural,100.0
34.6,238.49,634.0,93.44,9,Ground,Urban,98.13
27.0,236.67,3928.0,70.42,10,Ground,Rural,61.11
35.1,239.42,1774.0,89.65,11,Ground,Urban,88.93
41.4,243.11,5646.0,64.4,12,Ground,Rural,32.1
43.0,244.84,354.0,97.54,13,Ground,Rural,98.05
52.5,235.83,2118.0,78.09,14,Rooftop,Urban,61.7
32.6,239.78,1630.0,86.84,15,Ground,Rural,83.03
37.4,238.28,214.0,98.46,16,Rooftop,Rural,100.0
32.7,238.89,1424.0,90.02,17,Rooftop,Urban,93.67
26.7,241.59,1008.0,93.54,18,Ground,Urban,100.0
36.0,241.63,1566.0,89.59,19,Rooftop,Rural,86.16
41.0,243.11,1736.0,82.57,20,Ground,Rural,77.24
27.7,239.16,1030.0,89.64,21,Rooftop,Rural,95.89
38.5,232.08,1684.0,91.05,22,Rooftop,Rural,87.72
30.8,242.28,124.0,99.19,23,Rooftop,Urban,100.0
32.9,238.87,270.0,96.57,24,Rooftop,Rural,100.0
30.6,236.86,4360.0,76.89,1,Ground,Rural,55.93
39.8,241.94,132.0,98.71,2,Rooftop,Rural,100.0
39.0,243.04,248.0,97.77,3,Rooftop,Urban,97.1
32.3,241.64,1576.0,89.28,4,Rooftop,Urban,89.34
36.4,243.9,258.0,98.58,5,Rooftop,Urban,100.0
28.4,235.23,5780.0,42.67,6,Rooftop,Urban,29.83
36.0,241.57,258.0,97.29,7,Ground,Urban,99.36
38.0,240.2,1700.0,84.33,8,Rooftop,Rural,85.75
39.1,241.32,350.0,96.52,9,Ground,Urban,100.0
28.1,243.29,304.0,97.88,10,Rooftop,Rural,100.0
34.6,237.57,1034.0,89.49,11,Ground,Rural,91.1
41.0,242.26,1642.0,84.99,12,Rooftop,Urban,75.07
32.8,230.7,3444.0,75.31,13,Rooftop,Rural,61.38
28.5,240.28,378.0,96.76,14,Ground,Urban,100.0
28.1,244.75,1332.0,91.84,15,Rooftop,Urban,95.61
29.2,238.37,608.0,93.84,16,Rooftop,Urban,100.0
41.9,243.73,472.0,96.31,17,Rooftop,Urban,96.33
37.5,238.72,1430.0,86.66,18,Ground,Urban,82.99
28.8,237.74,2264.0,75.94,19,Rooftop,Rural,77.39
32.0,244.41,624.0,93.84,20,Rooftop,Urban,100.0
25.8,238.8,390.0,96.01,21,Rooftop,Rural,100.0
36.4,242.69,1742.0,81.56,22,Ground,Rural,80.4
36.3,243.39,310.0,98.01,23,Rooftop,Rural,100.0
35.6,233.47,1418.0,87.71,24,Ground,Urban,85.45
40.8,242.3,450.0,96.57,1,Rooftop,Urban,95.42
36.2,237.78,292.0,98.11,2,Rooftop,Urban,100.0
36.0,236.95,1784.0,80.61,3,Rooftop,Urban,80.59
35.0,234.24,148.0,99.21,4,Rooftop,Urban,100.0
34.8,242.98,358.0,96.73,5,Rooftop,Rural,100.0
33.9,230.79,1078.0,92.14,6,Ground,Rural,91.13
43.2,246.09,272.0,97.61,7,Ground,Urban,97.97
33.2,240.7,1956.0,84.73,8,Rooftop,Rural,74.61
35.3,241.73,3294.0,68.88,9,Ground,Urban,56.75
29.0,241.22,194.0,98.2,10,Rooftop,Rural,100.0
37.3,241.35,1298.0,93.11,11,Rooftop,Rural,93.31
32.0,245.44,382.0,96.27,12,Rooftop,Urban,100.0
31.1,233.55,1204.0,87.83,13,Rooftop,Urban,96.14
37.9,242.06,256.0,97.98,14,Ground,Rural,100.0
27.3,239.5,806.0,95.81,15,Rooftop,Urban,100.0
36.2,233.73,3728.0,65.44,16,Rooftop,Rural,52.19
32.1,244.19,728.0,91.56,17,Ground,Urban,98.96
33.2,245.0,1388.0,87.19,18,Ground,Urban,90.04
38.4,240.39,188.0,98.42,19,Rooftop,Urban,100.0
29.7,241.85,778.0,95.13,20,Rooftop,Rural,100.0
39.6,239.38,378.0,96.5,21,Ground,Urban,100.0
32.9,240.64,464.0,95.35,22,Ground,Urban,97.48
34.0,244.36,238.0,97.52,23,Rooftop,Urban,98.27
28.8,244.84,228.0,98.02,24,Rooftop,Rural,100.0
31.9,241.69,1500.0,92.22,1,Rooftop,Rural,92.96
29.8,244.4,1436.0,90.52,2,Rooftop,Rural,91.83
31.1,236.18,2400.0,82.62,3,Rooftop,Urban,80.71
28.1,239.6,1306.0,93.28,4,Ground,Rural,93.91
29.3,243.25,394.0,96.57,5,Ground,Rural,100.0
39.1,234.27,1768.0,87.64,6,Rooftop,Urban,89.03
47.3,242.19,172.0,98.75,7,Ground,Rural,100.0
32.9,241.24,1292.0,90.93,8,Rooftop,Rural,93.05
37.9,236.62,3586.0,67.79,9,Rooftop,Rural,57.68
38.0,239.98,1288.0,92.56,10,Ground,Urban,92.45
41.6,240.98,1522.0,91.36,11,Ground,Urban,83.86
24.8,241.6,1410.0,89.68,12,Rooftop,Urban,98.01
33.8,239.84,512.0,94.61,13,Rooftop,Rural,100.0
38.9,242.99,416.0,97.82,14,Rooftop,Urban,98.42
28.5,239.39,2108.0,82.98,15,Ground,Urban,85.06
33.8,238.24,2620.0,72.76,16,Ground,Rural,72.62
31.5,241.52,396.0,97.41,17,Ground,Rural,100.0
42.8,239.91,1818.0,85.69,18,Ground,Rural,81.61
37.9,240.21,1538.0,85.77,19,Rooftop,Urban,84.8
33.5,239.23,408.0,95.8,20,Rooftop,Rural,100.0
37.1,242.72,320.0,97.51,21,Ground,Rural,100.0
32.5,241.5,186.0,98.67,22,Ground,Rural,100.0
28.2,243.44,310.0,97.27,23,Rooftop,Rural,100.0
27.1,244.24,492.0,95.89,24,Ground,Urban,99.13
32.9,241.81,608.0,95.06,1,Ground,Rural,97.05
29.1,243.46,296.0,97.82,2,Rooftop,Rural,100.0
42.6,238.6,1510.0,89.55,3,Ground,Rural,82.78
29.7,243.62,572.0,96.78,4,Ground,Urban,100.0
31.3,239.05,896.0,94.49,5,Rooftop,Rural,96.89
32.0,240.84,390.0,97.73,6,Ground,Rural,100.0
37.0,242.31,392.0,97.46,7,Rooftop,Rural,100.0
40.9,239.87,1264.0,92.04,8,Rooftop,Rural,81.24
36.4,237.07,4726.0,68.6,9,Ground,Rural,44.64
36.0,240.38,326.0,96.64,10,Ground,Urban,100.0
38.5,238.51,3584.0,71.48,11,Ground,Urban,56.58
31.5,239.06,2554.0,74.48,12,Ground,Urban,77.28
34.9,244.44,386.0,96.27,13,Ground,Urban,100.0
31.9,244.94,226.0,97.7,14,Rooftop,Rural,99.94
30.4,237.92,1572.0,89.92,15,Rooftop,Rural,88.29
26.5,240.93,4378.0,63.25,16,Ground,Rural,55.61
40.7,245.83,360.0,97.94,17,Rooftop,Urban,98.94
29.9,243.8,318.0,97.42,18,Rooftop,Urban,100.0
42.4,242.18,274.0,97.49,19,Rooftop,Rural,95.0
34.4,242.08,252.0,97.94,20,Rooftop,Urban,100.0
44.0,241.09,1308.0,88.58,21,Ground,Urban,87.34
44.7,240.88,340.0,97.15,22,Rooftop,Urban,96.11
26.5,244.19,558.0,95.02,23,Ground,Urban,100.0
31.6,244.38,346.0,96.7,24,Rooftop,Rural,100.0
33.5,240.7,404.0,97.32,1,Ground,Rural,100.0
30.3,241.03,270.0,98.06,2,Ground,Urban,100.0
29.1,236.91,3120.0,68.85,3,Rooftop,Rural,70.39
38.6,245.39,266.0,97.6,4,Rooftop,Rural,100.0
37.7,239.75,2120.0,85.51,5,Ground,Urban,76.84
40.7,242.49,1384.0,91.12,6,Ground,Rural,84.39
35.7,244.51,296.0,97.29,7,Ground,Rural,98.72
25.4,244.07,376.0,97.15,8,Rooftop,Rural,100.0
30.2,247.52,430.0,96.35,9,Ground,Rural,100.0
42.8,240.84,320.0,97.03,10,Ground,Rural,97.85
38.8,246.22,226.0,98.3,11,Ground,Urban,100.0
36.2,240.06,80.0,99.75,12,Ground,Rural,100.0
42.0,245.61,322.0,97.11,13,Ground,Urban,97.55
34.6,241.62,1032.0,92.52,14,Ground,Urban,98.67
33.6,237.06,1422.0,86.19,15,Rooftop,Urban,88.8
26.7,238.6,1952.0,82.51,16,Ground,Urban,83.43
35.1,238.79,1338.0,88.34,17,Rooftop,Urban,87.37
37.4,243.1,1124.0,93.41,18,Ground,Rural,85.87
39.2,241.48,1516.0,84.78,19,Rooftop,Urban,80.74
27.3,245.08,230.0,98.46,20,Rooftop,Rural,100.0
27.1,241.77,168.0,98.3,21,Ground,Urban,100.0
34.0,240.6,446.0,95.78,22,Rooftop,Rural,100.0
35.2,243.49,274.0,97.94,23,Ground,Rural,100.0
27.7,240.62,142.0,98.6,24,Rooftop,Urban,100.0
40.4,244.32,332.0,97.21,1,Rooftop,Rural,99.96
30.4,240.86,212.0,98.4,2,Rooftop,Rural,100.0
36.3,240.03,416.0,97.45,3,Ground,Urban,98.81
38.1,241.52,1358.0,87.99,4,Rooftop,Urban,87.73
39.6,245.38,564.0,94.95,5,Ground,Rural,100.0
37.6,243.94,402.0,95.78,6,Ground,Rural,100.0
41.0,238.85,1456.0,89.08,7,Rooftop,Urban,82.98
32.6,242.5,520.0,94.78,8,Rooftop,Rural,100.0
35.8,241.23,294.0,96.61,9,Rooftop,Urban,100.0
26.1,245.13,370.0,96.89,10,Rooftop,Urban,100.0
35.3,235.38,252.0,97.96,11,Ground,Urban,99.95
28.2,241.73,1446.0,91.52,12,Rooftop,Urban,91.92
30.7,231.62,288.0,98.41,13,Ground,Rural,100.0
34.3,241.32,294.0,97.91,14,Ground,Urban,100.0
45.8,242.76,1310.0,87.44,15,Rooftop,Rural,76.51
40.5,239.3,158.0,99.24,16,Ground,Rural,95.04
34.8,241.13,212.0,98.69,17,Rooftop,Urban,100.0
36.9,238.08,1784.0,86.78,18,Rooftop,Rural,83.89
27.4,240.09,1404.0,86.04,19,Ground,Rural,92.0
25.6,236.57,2764.0,74.05,20,Ground,Rural,78.58
36.3,243.77,468.0,96.05,21,Ground,Rural,97.03
35.7,242.98,382.0,97.32,22,Ground,Urban,98.52
39.8,240.64,802.0,95.88,23,Ground,Rural,89.25
36.8,237.97,316.0,97.19,24,Ground,Urban,100.0
40.7,241.51,304.0,97.35,1,Ground,Rural,100.0
41.2,247.61,1300.0,90.17,2,Ground,Rural,86.78
34.6,241.48,170.0,98.64,3,Rooftop,Urban,100.0
33.0,236.61,4448.0,58.88,4,Ground,Rural,47.58
40.6,239.94,154.0,98.75,5,Ground,Rural,100.0
32.0,246.27,432.0,97.22,6,Ground,Urban,98.61
42.1,239.37,390.0,97.29,7,Ground,Urban,98.22
29.5,237.8,184.0,98.3,8,Rooftop,Rural,100.0
36.5,243.89,228.0,98.25,9,Ground,Urban,100.0
35.5,246.47,492.0,96.07,10,Rooftop,Urban,98.43
33.6,239.59,1268.0,88.67,11,Rooftop,Urban,91.3
29.0,240.25,152.0,98.55,12,Rooftop,Rural,100.0
41.3,236.29,460.0,95.93,13,Ground,Urban,96.3
33.6,243.91,224.0,98.13,14,Rooftop,Urban,100.0
40.8,240.76,332.0,97.29,15,Rooftop,Urban,100.0
41.6,242.3,1702.0,85.32,16,Ground,Rural,78.39
36.9,239.97,1466.0,90.45,17,Rooftop,Urban,87.38
38.8,243.45,156.0,99.25,18,Rooftop,Rural,100.0
32.8,243.1,926.0,93.36,19,Ground,Rural,97.82
27.8,237.79,302.0,98.2,20,Rooftop,Urban,100.0
25.7,239.56,1400.0,92.11,21,Ground,Urban,92.77
28.5,240.8,216.0,98.08,22,Rooftop,Urban,100.0
37.4,241.46,1082.0,91.71,23,Rooftop,Urban,94.69
40.6,243.3,352.0,97.22,24,Rooftop,Urban,99.07
36.6,244.39,270.0,97.9,1,Rooftop,Urban,100.0
32.4,242.01,178.0,98.66,2,Ground,Urban,100.0
37.3,240.7,330.0,98.12,3,Ground,Urban,99.95
36.0,240.3,2502.0,82.88,4,Ground,Rural,74.38
29.8,241.28,422.0,97.54,5,Rooftop,Rural,100.0
32.3,237.53,234.0,98.23,6,Rooftop,Urban,100.0
35.9,243.63,1962.0,87.3,7,Ground,Urban,83.43
30.8,243.74,3064.0,68.56,8,Rooftop,Rural,64.95
38.5,238.29,402.0,96.51,9,Ground,Urban,99.35
31.8,239.67,2080.0,80.63,10,Ground,Urban,78.64
36.7,238.39,674.0,94.6,11,Ground,Rural,98.78
32.0,240.97,86.0,99.21,12,Rooftop,Urban,100.0
32.9,249.33,330.0,97.11,13,Rooftop,Urban,100.0
35.2,236.94,1428.0,88.13,14,Rooftop,Rural,93.83
37.4,238.99,1348.0,88.76,15,Ground,Rural,88.69
37.2,244.0,332.0,98.13,16,Rooftop,Urban,100.0
30.2,240.87,474.0,97.0,17,Ground,Rural,100.0
40.7,237.44,440.0,97.1,18,Rooftop,Urban,95.78
27.5,236.96,2800.0,71.35,19,Rooftop,Rural,74.93
35.2,240.24,1952.0,81.62,20,Rooftop,Rural,79.33
29.7,244.54,390.0,97.11,21,Ground,Rural,100.0
42.9,241.29,2752.0,76.07,22,Ground,Urban,59.73
30.4,243.0,480.0,96.66,23,Ground,Rural,99.45
28.3,241.58,510.0,95.1,24,Rooftop,Rural,98.14
32.0,239.13,1392.0,86.49,1,Ground,Rural,90.38
32.7,242.94,178.0,98.24,2,Ground,Rural,100.0
42.5,241.51,3338.0,81.93,3,Ground,Urban,61.19
37.8,240.64,3626.0,68.92,4,Rooftop,Urban,55.68
35.0,243.56,304.0,97.73,5,Rooftop,Rural,100.0
44.9,243.98,254.0,97.57,6,Rooftop,Rural,99.06
39.8,239.7,2076.0,84.94,7,Rooftop,Rural,75.23
38.9,249.63,222.0,98.93,8,Ground,Rural,100.0
34.4,240.16,324.0,97.32,9,Rooftop,Rural,100.0
27.5,249.46,1520.0,87.9,10,Rooftop,Rural,91.77
33.7,239.07,1262.0,87.04,11,Ground,Urban,90.74
32.7,243.35,922.0,91.06,12,Ground,Rural,96.13
32.7,242.01,1444.0,92.63,13,Ground,Urban,95.96
44.9,241.87,3256.0,78.48,14,Ground,Rural,53.76
45.1,242.76,132.0,98.67,15,Rooftop,Rural,100.0
24.7,239.84,246.0,98.1,16,Rooftop,Rural,100.0
37.3,244.8,338.0,96.63,17,Rooftop,Rural,100.0
34.6,240.43,1130.0,89.37,18,Rooftop,Rural,95.82
29.2,235.47,350.0,96.73,19,Ground,Rural,100.0
28.8,243.99,274.0,97.01,20,Ground,Urban,100.0
40.5,238.46,104.0,99.18,21,Rooftop,Rural,100.0
25.2,244.3,390.0,96.8,22,Ground,Rural,100.0
40.6,241.67,158.0,98.56,23,Rooftop,Rural,100.0
28.9,243.25,2828.0,79.27,24,Rooftop,Urban,70.52
31.7,242.3,550.0,93.49,1,Ground,Urban,99.92
28.3,240.51,1290.0,88.95,2,Ground,Rural,95.8
34.2,235.28,210.0,98.73,3,Rooftop,Urban,100.0
35.2,238.28,328.0,96.63,4,Rooftop,Rural,100.0
32.7,239.89,1422.0,88.34,5,Rooftop,Rural,87.47
44.9,236.9,3934.0,76.82,6,Rooftop,Urban,53.07
37.9,239.42,1062.0,88.18,7,Ground,Urban,89.5
33.2,244.94,468.0,96.95,8,Ground,Rural,100.0
38.0,245.39,1450.0,85.69,9,Rooftop,Rural,84.3
40.5,240.05,802.0,91.78,10,Rooftop,Rural,87.11
36.5,234.12,112.0,99.19,11,Ground,Rural,100.0
19.1,247.08,408.0,97.45,12,Ground,Rural,100.0
36.4,241.11,228.0,98.49,13,Ground,Urban,100.0
35.4,238.76,368.0,95.7,14,Rooftop,Urban,100.0
35.9,244.44,350.0,98.2,15,Ground,Rural,100.0
26.6,246.29,342.0,97.74,16,Ground,Rural,100.0
36.1,240.38,126.0,99.42,17,Ground,Rural,100.0
26.0,241.79,410.0,97.51,18,Rooftop,Rural,100.0
40.3,242.66,410.0,96.37,19,Rooftop,Rural,99.53
34.2,243.48,414.0,95.65,20,Ground,Rural,100.0
33.9,240.3,1234.0,93.46,21,Ground,Rural,96.18
29.3,238.74,2216.0,83.23,22,Ground,Urban,77.46
33.4,245.79,364.0,96.75,23,Rooftop,Urban,100.0
34.1,237.7,1596.0,91.37,24,Rooftop,Rural,89.18
32.4,239.83,1602.0,90.36,1,Ground,Urban,85.59
33.8,241.94,326.0,98.1,2,Rooftop,Urban,100.0
37.0,235.18,1606.0,90.3,3,Rooftop,Rural,83.67
27.0,244.89,324.0,96.49,4,Ground,Rural,100.0
30.3,244.56,244.0,98.34,5,Ground,Urban,100.0
30.5,241.85,416.0,96.2,6,Rooftop,Urban,100.0
34.7,243.39,418.0,96.67,7,Rooftop,Urban,100.0
38.1,243.29,766.0,93.78,8,Ground,Urban,94.98
29.8,243.5,238.0,98.1,9,Ground,Rural,100.0
30.1,234.36,3066.0,76.78,10,Rooftop,Rural,69.07
35.6,243.71,516.0,95.87,11,Rooftop,Rural,98.8
35.6,241.66,882.0,91.15,12,Rooftop,Rural,93.62
37.0,235.43,1322.0,91.42,13,Ground,Rural,87.59
33.1,238.8,412.0,96.19,14,Ground,Urban,100.0
36.4,239.94,2272.0,82.81,15,Rooftop,Rural,80.1
34.6,241.3,1126.0,88.58,16,Rooftop,Urban,91.95
42.2,243.6,352.0,97.49,17,Ground,Urban,100.0
36.7,238.21,2438.0,84.48,18,Rooftop,Urban,76.96
32.5,236.31,1476.0,88.61,19,Ground,Urban,92.51
37.8,244.45,1778.0,84.31,20,Rooftop,Urban,78.05
34.9,240.2,550.0,96.64,21,Rooftop,Urban,100.0
36.3,239.58,304.0,98.46,22,Ground,Urban,100.0
40.3,239.45,2040.0,86.25,23,Rooftop,Rural,79.87
26.0,241.22,636.0,94.81,24,Rooftop,Urban,100.0
37.0,244.35,262.0,98.05,1,Ground,Urban,100.0
36.9,235.36,2652.0,77.85,2,Rooftop,Urban,76.14
37.8,238.43,1048.0,92.17,3,Rooftop,Rural,90.77
34.0,241.0,1372.0,88.6,4,Rooftop,Urban,87.3
33.8,245.5,220.0,98.09,5,Rooftop,Urban,99.74
32.6,240.44,298.0,96.9,6,Ground,Rural,100.0
36.7,242.44,364.0,96.06,7,Rooftop,Urban,100.0
37.7,248.06,400.0,95.98,8,Rooftop,Urban,100.0
34.8,239.82,1216.0,90.62,9,Ground,Urban,92.89
40.4,241.05,584.0,95.18,10,Ground,Rural,93.49
38.6,237.89,1706.0,90.51,11,Ground,Rural,83.29
38.1,239.5,112.0,98.6,12,Rooftop,Rural,100.0
33.1,237.45,222.0,98.59,13,Rooftop,Urban,100.0
31.3,243.01,158.0,98.73,14,Rooftop,Urban,100.0
27.1,232.72,290.0,97.99,15,Ground,Rural,100.0
36.4,242.24,218.0,98.78,16,Ground,Urban,100.0
42.6,239.63,204.0,97.84,17,Ground,Rural,100.0
38.0,240.2,530.0,96.32,18,Ground,Rural,94.79
38.7,237.4,338.0,96.89,19,Rooftop,Rural,99.98
36.4,240.84,340.0,97.1,20,Rooftop,Urban,100.0
41.8,244.69,604.0,96.68,21,Rooftop,Rural,91.0
32.8,237.64,1638.0,86.82,22,Ground,Urban,85.19
36.9,234.02,1134.0,89.12,23,Ground,Urban,87.7
33.3,244.52,350.0,97.58,24,Rooftop,Rural,100.0
36.8,233.13,1384.0,87.94,1,Ground,Rural,92.3
43.2,243.95,400.0,97.63,2,Rooftop,Urban,91.96
35.7,236.81,1312.0,87.28,3,Ground,Urban,84.14
32.5,236.14,2264.0,82.14,4,Ground,Urban,77.05
46.4,237.52,1794.0,86.11,5,Ground,Rural,72.71
24.5,242.37,324.0,98.05,6,Rooftop,Urban,100.0
32.1,243.15,494.0,95.72,7,Ground,Rural,95.95
39.5,234.84,452.0,94.75,8,Ground,Rural,98.39
29.7,241.62,328.0,97.74,9,Rooftop,Urban,100.0
42.2,240.13,220.0,98.72,10,Rooftop,Rural,100.0
44.7,237.61,390.0,96.95,11,Ground,Urban,100.0
38.1,240.66,1378.0,90.32,12,Rooftop,Rural,86.96
34.6,240.72,1656.0,85.53,13,Ground,Rural,87.5
40.5,244.74,472.0,94.8,14,Ground,Rural,100.0
34.0,246.55,402.0,95.93,15,Rooftop,Urban,100.0
33.9,239.68,1418.0,86.68,16,Rooftop,Rural,93.38
34.1,240.79,3044.0,65.12,17,Ground,Urban,59.23
41.4,241.72,356.0,98.03,18,Rooftop,Rural,100.0
39.1,238.58,418.0,95.7,19,Rooftop,Rural,94.84
28.1,237.01,2362.0,77.84,20,Ground,Urban,77.47
43.5,244.59,586.0,96.65,21,Ground,Urban,95.78
31.9,240.15,1408.0,89.23,22,Rooftop,Urban,94.96
32.1,241.77,124.0,98.98,23,Ground,Urban,100.0
48.6,239.27,934.0,90.16,24,Ground,Urban,85.91
41.6,243.81,2558.0,75.78,1,Rooftop,Urban,67.25
34.7,242.66,1354.0,90.31,2,Ground,Rural,88.19
32.8,240.61,284.0,97.44,3,Ground,Rural,100.0
42.7,234.13,184.0,98.11,4,Ground,Urban,95.99
28.1,242.96,300.0,97.21,5,Ground,Rural,100.0
31.4,241.54,82.0,99.58,6,Ground,Urban,100.0
39.2,241.11,1242.0,88.77,7,Ground,Rural,91.39
42.0,243.19,1494.0,89.21,8,Ground,Rural,82.78
33.8,240.37,1552.0,90.51,9,Rooftop,Rural,89.58
40.2,240.06,276.0,97.13,10,Ground,Rural,98.36
40.2,239.14,408.0,96.61,11,Rooftop,Urban,92.79
36.3,243.96,474.0,95.75,12,Rooftop,Rural,100.0
33.8,240.17,298.0,98.44,13,Ground,Urban,100.0
29.5,243.06,386.0,97.31,14,Ground,Urban,100.0
39.4,239.78,320.0,96.67,15,Ground,Urban,100.0
29.1,239.51,886.0,93.33,16,Rooftop,Rural,93.66
37.2,242.78,2612.0,84.33,17,Ground,Urban,70.09
38.5,242.78,1438.0,85.62,18,Ground,Rural,85.82
44.0,239.16,930.0,91.63,19,Ground,Urban,88.85
29.4,240.09,166.0,98.17,20,Ground,Urban,100.0
30.1,242.24,396.0,96.25,21,Rooftop,Urban,100.0
41.4,236.04,5314.0,44.06,22,Rooftop,Rural,25.75
32.0,235.73,1130.0,93.75,23,Ground,Urban,93.9
46.3,245.44,2432.0,77.99,24,Ground,Urban,65.51
42.5,241.84,1308.0,87.17,1,Ground,Urban,86.94
35.3,239.39,1584.0,87.37,2,Ground,Rural,87.23
38.7,238.17,2232.0,87.32,3,Rooftop,Rural,66.83
37.3,241.35,610.0,96.98,4,Ground,Urban,98.43
41.8,243.54,1406.0,87.7,5,Rooftop,Urban,83.54
31.1,234.86,4852.0,65.11,6,Rooftop,Urban,47.5
22.0,238.41,3812.0,60.51,7,Ground,Urban,61.97
36.6,238.59,1616.0,88.28,8,Ground,Rural,84.95
26.8,243.43,274.0,97.05,9,Ground,Urban,100.0
34.5,242.26,512.0,95.17,10,Ground,Rural,100.0
43.6,235.82,1904.0,81.84,11,Ground,Urban,76.74
35.0,242.96,290.0,96.87,12,Ground,Rural,100.0
31.3,240.42,2708.0,84.98,13,Ground,Rural,75.13
37.3,241.35,422.0,95.08,14,Rooftop,Rural,96.58
38.3,240.57,1418.0,92.96,15,Ground,Urban,84.16
